BG_ID,Date,Station,Region,Abiotrophia,Acetobacteraceae,Acholeplasma,Achromobacter,Acidaminococcus,Acidimicrobiales,Acidisoma,Acidobacteria,Acinetobacter,Actinobacteria,Actinomycetales,Aeromicrobium,Aeromonadaceae,Agarivorans,Agrobacterium,Alcaligenaceae,Alcanivoracaceae,Alcanivorax,Algibacter,Aliivibrio,Alkanindiges,Alloiococcus,Alphaproteobacteria,Alteromonadaceae,Alteromonadales,Amaricoccus,Anaerococcus,Anaerolinaceae,Anaerolinea,Anaerolineae,Anaeromyxobacter,Anaeroplasmataceae,Anaerospora,Arcicella,Arcobacter,Armatimonadaceae,Arthrobacter,Arthrospira,Aurantimonas,Aureispira,Azomonas,Azorhizobium,Azorhizophilus,Bacillales,Bacilli,Bacillus,Bacteria,Bacteriovoracaceae,Bacteriovorax,Bacteroidales,Bacteroides,Bacteroidetes,Balneolaceae,Bdellovibrio,Beijerinckia,Beijerinckiaceae,Betaproteobacteria,Bizionia,Blastococcus,Blastomonas,Brachybacterium,Brucellaceae,Burkholderiaceae,Burkholderiales,Caldilinea,Caldilineaceae,Caldithrixaceae,Caldithrixales,Candidatus_Accumulibacter,Candidatus_Aquiluna,Candidatus_Endobugula,Candidatus_Portiera,Candidatus_Rhodoluna,Candidatus_Scalindua,Candidatus_solibacter,Candidatus_Xiphinematobacter,Cardiobacterium,Caulobacter,Caulobacteraceae,Caulobacterales,Cellulomonas,Cellulophaga,Cellvibrio,Cenarchaeaceae,Cerasicoccaceae,Cetobacterium,Chelativorans,Chitinophagaceae,Chlamydiales,Chloracidobacteria,Chlorobi,Chloroflexi,Chromatiaceae,Chromatiales,Chryseobacterium,Chthoniobacteraceae,Citromicrobium,Cloacamonaceae,Clostridiaceae,Clostridiales,Clostridium,Cohaesibacteraceae,Colwellia,Colwelliaceae,Comamonadaceae,Coraliomargarita,Coriobacteriaceae,Coriobacteriales,Corynebacterium,Coxiellaceae,Crenarchaeota,Crenothrix,Cryocola,Cryomorphaceae,Cyanobacteria,Cyclobacteriaceae,Deinococcus,Deltaproteobacteria,Denitrobacter,Dermacoccus,Desulfobacca,Desulfobacteraceae,Desulfobacterium,Desulfobulbaceae,Desulfobulbus,Desulfocapsa,Desulfococcus,Desulfofrigus,Desulfomonile,Desulforhopalus,Desulfosarcina,Desulfotalea,Desulfotignum,Desulfovibrio,Desulfovibrionaceae,Desulfuromonadaceae,Desulfuromonadales,Desulfuromusa,Devosia,Dietzia,Dokdonella,Dolichospermum,Dyadobacter,Ectothiorhodospiraceae,Ekhidnaceae,Ellin,Elusimicrobia,Emticicia,Endomicrobia,Endozoicimonaceae,Enhydrobacter,Enterobacteriaceae,Enterococcaceae,Enterococcus,Enterovibrio,Entotheonellaceae,Erythrobacter,Erythrobacteraceae,Erythromicrobium,Escherichia,Ethanoligenens,Exiguobacteraceae,Exiguobacterales,Exiguobacterium,Ferrimonas,Fibrobacteres,Fibrobacteria,Fimbriimonadales,Finegoldia,Firmicutes,Flammeovirgaceae,Flavisolibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Flavobacterium,Flectobacillus,Flexibacteraceae,Fluviicola,Formosa,Francisella,Francisellaceae,Fusobacteriaceae,Fusobacteriales,Fusobacterium,Gaiellales,Gammaproteobacteria,Gelidibacter,Gemellaceae,Gemmata,Gemmataceae,Gemmatimonadetes,Geobacter,Geodermatophilaceae,Geothrix,Glaciecola,Haemophilus,Haliangiaceae,Halochromatium,Halomicronema,Halomonadaceae,Halomonas,Helicobacter,Helicobacteraceae,Herbaspirillum,Holophagales,Hydrogenophaga,Hydrogenophilaceae,Hymenobacter,Hyphomicrobiaceae,Hyphomicrobium,Hyphomonadaceae,Idiomarina,Ignavibacteriaceae,Ignavibacteriales,Intrasporangiaceae,Isosphaeraceae,Jannaschia,Janthinobacterium,Johnsonella,Kaistobacter,Kiloniellaceae,Kineosporiaceae,Knoellia,Kocuria,Kordiimonadales,Koribacteraceae,Lachnospiraceae,Lacinutrix,Lactobacillaceae,Lactobacillales,Lactobacillus,Lactococcus,Lautropia,Leeuwenhoekiella,Legionella,Legionellales,Lentisphaera,Lentisphaeraceae,Lentisphaeria,Lentisphaeriales,Leptospiraceae,Leptotrichia,Leptotrichiaceae,Leucobacter,Limnobacter,Limnohabitans,Litoricola,Loktanella,Luteibacter,Luteolibacter,Lutibacterium,Lutimonas,Marinibacillus,Marinobacter,Marinomonas,Marinovum,Marivita,Merismopediaceae,Methanobacteriaceae,Methanoreulaceae,Methylacidiphilae,Methylibium,Methylobacteriaceae,Methylobacterium,Methylocaldum,Methylococcaceae,Methylococcales,Methylomicrobium,Methylomonas,Methylophaga,Methylophilaceae,Methylosinus,Methylotenera,Methyloversatilis,Microbacteriaceae,Microbacterium,Microcella,Micrococcus,Microcoleus,Microcystis,Microthrixaceae,Mitsuaria,Modestobacter,Moraxellaceae,Moritella,Moritellaceae,Mycobacterium,Mycoplana,Mycoplasma,Myxococcaceae,Myxococcales,Nannocystaceae,Nautella,Neisseriaceae,Nisaea,Nitriliruptoraceae,Nitrosomonadaceae,Nitrosomonadales,Nitrosopumilus,Nitrosospira,Nitrospina,Nitrospinaceae,Nitrospira,Nitrospiraceae,Nitrospirales,Nocardioidaceae,Nocardioides,Novispirillum,Novosphingobium,Oceanibulbus,Oceanospirillaceae,Oceanospirillales,Ochrobactrum,Octadecabacter,Oleiphilaceae,Oleispira,Olivibacter,Opitutaceae,Opitutae,Opitutus,Oscillatoriaceae,Oscillatoriales,Oxalobacter,Oxalobacteraceae,Paenibacillus,Parabacteroides,Parachlamydiaceae,Paracoccus,Parascardovia,Parvarchaea,Pasteurellaceae,Patulibacteraceae,Pedobacter,Pedosphaerales,Pelagibacteraceae,Pelagicoccus,Pelobacteraceae,Peptococcaceae,Persicirhabdus,Phaeobacter,Phenylobacterium,Phormidiaceae,Photobacterium,Phycisphaeraceae,Phycisphaerae,Phycisphaerales,Phyllobacteriaceae,Phyllobacterium,Pigmentiphaga,Pimelobacter,Pirellula,Pirellulaceae,Piscirickettsiaceae,Planctomyces,Planctomycetes,Planktothricoides,Planktothrix,Planococcus,Pleomorphomonas,Polaribacter,Polaromonas,Polynucleobacter,Pontibacter,Porphyromonadaceae,Porphyromonas,Procabacteriaceae,Procabacteriales,Propionigenium,Propionivibrio,Prosthecobacter,Proteinimicrobiales,Proteobacteria,Providencia,Pseudaminobacter,Pseudanabaena,Pseudidiomarina,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudomonadaceae,Pseudomonas,Pseudoruegeria,Psychrilyobacter,Psychrobacter,Psychromonas,Psychroserpens,Puniceicoccaceae,Puniceicoccales,Ralstonia,Rathayibacter,Reinekea,Rheinheimera,Rhizobiaceae,Rhizobiales,Rhodobaca,Rhodobacter,Rhodobacteraceae,Rhodobiaceae,Rhodobium,Rhodococcus,Rhodocyclaceae,Rhodocyclales,Rhodoferax,Rhodoplanes,Rhodospirillaceae,Rhodospirillales,Rhodothermaceae,Rhodovulum,Rickettsiaceae,Rickettsiales,Rickettsiella,Robiginitalea,Roseibacillus,Roseiflexales,Roseivirga,Roseivivax,Roseobacter,Roseomonas,Rothia,Rubritalea,Rubrivivax,Rubrobacteraceae,Ruegeria,Ruminococcaceae,Ruminococcus,Runella,Saccharopolyspora,Sagittula,Salinibacterium,Salinimonas,Sandarakinotalea,Saprospiraceae,SAR406,Sediminicola,Serratia,Shewanella,Shinella,Sinobacteraceae,Solirubrobacteraceae,Solirubrobacterales,Sphingobacteriaceae,Sphingobacteriales,Sphingobacterium,Sphingobium,Sphingomonadaceae,Sphingomonadales,Sphingomonas,Sphingopyxis,Spirochaetaceae,Spironema,Spongiibacter,Sporichthya,Sporichthyaceae,Sporosarcina,Staphylococcus,Stenotrophomonas,Streptococcaceae,Sulfuricurvum,Sulfurimonas,Sulfuritalea,Sulfurospirillum,Synechococcus,Syntrophaceae,Syntrophobacteraceae,Syntrophus,Tenacibaculum,Tepidimonas,Teredinibacter,Tetrasphaera,Thalassomonas,Thermodesulfovibrionaceae,Thermomicrobia,Thermonema,Thermoplasmata,Thioalkalimicrobium,Thioalkalivibrio,Thiobacillus,Thiobacteraceae,Thiohalorhabdaceae,Thiotrichales,Tolumonas,Treponema,Trichococcus,Uliginosibacterium,Ulvibacter,Umboniibacter,Variovorax,Veillonella,Verrucomicrobia,Verrucomicrobiaceae,Verrucomicrobium,Vibrio,Vibrionaceae,Victivallaceae,Victivallales,Vogesella,Wautersiella,Weissella,Williamsia,Xanthomonadaceae,Xanthomonadales,Zhouia,Zobellia,Zoogloea,Zymomonas
SB440,7/1/2019,18,CEN,0,0,0,0,0,160,0,16,0,471,50,0,0,2,0,9,0,0,10,0,0,0,29,24,1118,0,0,0,0,7,0,0,0,0,8,0,0,0,0,24,0,0,0,0,0,35,282,0,0,0,0,148,28,0,8,1,13,21,0,0,0,0,2,0,0,0,0,0,0,286,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,6,20,30,0,0,0,33,0,0,0,212,0,17,0,117,0,0,0,0,0,53,2,0,12,0,0,2,0,0,0,0,0,58,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,102,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,2816,0,877,6,0,7,43,183,0,14,0,0,0,0,283,27,0,0,0,22,0,0,0,2,0,0,0,0,2,0,0,14,0,0,2,0,0,6,4,34,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,48,0,8,9,46,0,0,0,28,0,0,0,0,0,0,0,0,0,14,0,0,0,0,48,0,0,0,0,0,184,0,0,0,0,0,4,0,0,0,0,0,0,0,62,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,205,0,0,0,5,44,0,0,5,0,10,13,3,0,0,0,0,96,57,12,5,0,0,21,0,72,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,47,0,0,14,0,2,0,0,0,0,0,0,20,0,0,1487,9,0,0,0,0,0,0,38,0,55,0,7,206,0,0,1015,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0,382,19,205,0,13,0,21,0,21,0,274,0,0,0,21,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,1290,0,6,0,198,0,0,0,0,0,0,0,14,0,0,0,0,19,0,0,0,0,0,272,0,0,0,0,47,150,8,0,0,0,0,0,0,0,0,0,0,6,0,0
SB382,9/18/2018,36,LSB,0,0,0,0,0,141,0,27,0,628,705,3,0,0,0,21,0,7,9,0,0,0,334,14,235,0,0,0,0,19,2,0,0,777,6,5,4,11,0,2,0,0,0,0,3,0,235,56,0,0,0,238,45,0,14,20,141,3,0,0,0,0,8,12,0,0,1,0,0,170,0,173,34,2,12,0,0,5,5,0,0,1,3,7,724,0,3,451,0,3,47,2,2,3,0,43,0,0,0,0,0,3,0,0,207,3,0,0,0,41,0,2,2,72,0,29,5,98,0,0,0,1,4,90,4,0,19,0,0,0,3,0,0,0,0,115,2,0,0,0,0,0,0,0,13,23,0,27,0,0,0,0,0,0,0,0,40,21,5,0,0,0,0,0,0,0,2,4,0,27,16,0,679,0,230,74,2,0,33,0,0,0,0,0,0,0,898,8,0,0,0,37,3,0,0,2,0,0,0,0,0,0,0,15,18,21,7,0,0,61,0,2,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,170,0,0,0,82,54,35,0,2,0,89,13,0,0,0,0,7,0,0,0,25,0,0,0,0,203,4,47,0,7,0,313,0,0,0,0,0,0,0,0,0,5,0,0,2,25,0,7,0,0,22,2,0,14,0,4,0,7,0,0,0,0,0,41,3,22,153,0,3,0,0,0,0,0,41,0,0,25,7,0,0,0,3,0,0,0,0,0,54,777,15,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,40,52,54,7,0,0,12,0,5,3,147,0,0,0,2,0,2,0,531,83,18,0,0,0,0,0,0,0,2,58,0,0,0,0,7,0,0,0,0,0,0,35,0,29,734,2,0,0,15,0,16,0,95,0,32,4,0,575,2,3,54,12,21,0,10,4,0,2,3,0,4,0,0,7,0,0,0,0,0,186,72,58,0,0,0,28,0,11,27,474,0,0,133,28,0,0,0,0,0,2,0,0,6,0,0,0,2,0,0,274,3,7,0,6,0,2,0,2,0,0,11,25,0,0,0,0,7,4,0,0,0,0,6,2,312,0,0,48,95,7,0,0,0,0,0,0,0,18,5,0,0,0,2
SB367,12/10/2014,657,NOR,0,6,0,0,0,39,0,2,0,4,456,0,0,0,0,18,0,0,0,0,0,0,73,0,25,0,0,0,0,5,2,0,14,860,2,11,14,40,0,0,0,0,0,0,0,0,5,12,0,0,0,152,0,0,18,12,131,0,0,0,0,0,30,13,0,0,0,0,0,4,0,0,29,0,2,8,0,11,0,0,0,0,0,2,86,0,0,303,0,2,7,3,0,0,0,41,0,0,0,0,0,5,0,0,197,0,0,0,0,0,0,13,0,36,0,7,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,10,0,0,0,0,0,0,17,0,27,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,312,0,34,39,0,0,0,0,0,0,0,61,0,0,0,9,12,1,2,0,0,0,0,0,0,0,3,0,0,5,15,20,0,0,0,0,3,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,25,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,3,0,9,8,49,0,16,0,0,0,0,2,0,0,0,7,0,0,0,17,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,92,0,0,0,0,0,0,0,0,0,0,19,0,0,13,27,0,0,0,1,0,0,0,0,13,15,4,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,9,194,0,0,0,2,0,0,0,233,38,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,0,66,8,0,0,0,30,0,7,0,11,0,0,0,0,18,21,0,0,5,0,0,0,0,0,0,16,0,0,0,0,30,0,0,2,0,0,31,0,0,0,0,0,32,0,0,23,225,0,2,118,672,6,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,4,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,348,0,0,45,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
SB470,11/13/2019,27,SOU,0,0,0,0,0,230,0,19,6,1353,50,0,8,0,0,0,8,0,4,0,0,0,104,22,462,0,0,0,0,10,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,196,14,0,0,0,173,11,6,2,5,48,12,2,0,0,0,0,0,0,0,2,0,0,40,0,294,0,0,2,0,0,0,0,0,0,0,0,6,0,0,17,0,7,0,6,11,0,5,7,0,0,0,0,0,0,0,0,0,12,14,0,0,0,71,0,0,0,34,0,0,2,231,0,0,0,2,2,150,3,0,34,0,0,0,0,0,0,0,0,160,3,0,0,0,0,0,0,0,20,3,0,0,0,0,0,5,0,0,0,0,3,0,5,0,0,8,0,0,0,0,0,12,0,0,18,0,1302,0,358,2,0,0,2,13,0,7,0,0,0,0,785,6,0,0,0,55,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,50,4,12,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,141,0,0,0,4,0,0,0,0,0,0,0,0,3,9,0,40,0,0,2,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,285,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,61,0,0,0,4,0,19,2,52,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,90,944,9,0,0,67,24,0,0,9,0,18,0,9,0,0,0,0,138,64,29,59,0,0,3,0,4,0,0,0,0,0,0,0,6,0,0,0,12,0,3,0,0,0,0,4,0,27,0,0,2,0,24,0,0,0,0,0,0,25,0,0,408,14,6,0,0,0,0,0,141,0,36,4,8,433,0,4,175,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,207,226,6,0,2,0,2,0,23,0,303,0,0,4,9,0,0,2,8,0,0,0,4,2,3,5,0,0,0,0,35,0,19,0,12,0,0,0,0,0,0,0,44,0,0,0,0,258,9,0,0,0,0,28,0,0,0,1,293,176,5,2,0,0,3,0,0,0,0,3,0,0,0,0
SB435,6/25/2019,36,LSB,0,0,19,0,0,149,0,8,0,1278,148,0,0,0,0,22,0,0,2,0,0,0,786,4,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,28,0,0,0,7,47,0,19,0,180,0,0,0,0,0,4,0,0,0,2,0,0,546,0,247,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,11,0,0,0,20,0,28,0,166,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,7,2,0,0,0,0,0,0,0,0,0,0,47,0,0,1455,0,511,0,0,12,15,21,0,0,0,0,0,0,530,17,0,0,0,85,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,75,9,9,0,0,0,95,0,0,0,0,0,0,0,0,0,7,0,0,0,0,739,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,90,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1286,10,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,19,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,7,0,0,0,2,2,0,0,0,0,0,0,11,0,5,348,3,0,0,0,0,0,0,94,0,100,0,10,1264,0,0,2,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,225,135,0,0,0,4,0,13,0,87,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,0,0,0,3,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0
SB409,3/20/2019,6,NOR,0,14,0,0,0,137,0,6,2,23,954,0,5,0,0,2,0,0,0,0,0,0,105,0,18,0,0,0,0,10,2,0,0,1256,13,35,4,37,0,0,2,0,0,0,0,10,31,24,0,0,0,297,0,0,23,47,155,0,0,0,0,0,11,22,0,0,0,0,2,0,0,2,40,0,17,36,0,0,0,2,0,0,3,0,328,0,0,813,0,0,3,0,2,0,0,67,0,0,0,0,0,1,0,0,425,0,0,0,0,0,0,7,4,90,0,70,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,57,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,68,0,0,0,0,0,3,0,12,147,0,36,99,0,0,0,0,0,0,0,210,0,0,0,16,66,1,0,0,0,0,0,0,0,0,0,0,0,12,80,4,0,0,0,0,10,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,201,0,0,0,27,10,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,19,2,238,0,20,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,14,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,40,0,0,0,0,0,0,0,0,21,0,58,0,0,19,4,0,0,0,0,0,0,0,0,4,60,2,0,0,0,0,0,7,0,0,0,2,23,0,0,0,0,0,0,0,2,0,0,0,5,0,0,80,304,0,0,0,0,0,0,0,90,157,0,0,0,3,0,4,0,0,2,0,0,0,0,0,0,0,0,0,4,2,0,44,0,104,0,0,0,0,9,0,112,0,17,0,2,0,2,18,0,0,0,31,0,0,0,3,0,0,14,0,0,0,0,2,0,0,7,0,0,26,0,0,0,5,0,94,0,0,111,700,0,0,171,9,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,2,3,0,0,0,0,0,0,0,0,70,0,0,0,0,3,0,0,0,0,0,0,0,0,751,0,6,35,0,0,3,0,0,0,0,0,0,30,0,0,0,0,5
SB374,5/7/2018,36,LSB,0,0,15,0,0,169,0,9,0,587,221,0,0,0,0,0,0,0,0,0,0,0,410,121,275,0,0,0,0,12,0,25,0,0,0,0,0,8,0,0,0,0,0,0,0,0,166,40,0,0,0,189,47,0,0,0,113,2,0,0,0,0,0,0,0,5,0,0,0,196,0,330,0,0,0,0,0,0,0,0,0,16,0,0,0,0,15,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,64,5,0,0,0,43,0,0,0,75,0,36,27,89,0,0,0,0,39,96,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,13,0,0,0,0,20,0,12,0,0,10,0,0,0,0,0,0,0,79,11,0,811,0,333,0,0,0,0,12,0,0,0,0,0,0,684,0,0,0,0,29,0,0,0,0,0,11,0,0,0,0,0,29,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,32,0,0,64,0,63,0,26,0,0,0,42,102,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,9,0,427,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0,0,0,0,122,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1407,11,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,217,19,0,19,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,193,0,0,0,0,27,0,0,0,0,0,0,2,0,31,711,0,43,0,12,0,0,0,174,0,0,3,0,935,0,4,186,0,0,0,28,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1385,0,53,0,0,0,0,0,0,0,389,0,5,0,0,0,28,0,3,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,44,0,0,0,0,0,0,0,22,0,0,0,0,25,7,0,0,0,0,0,0,4,0,3,10,123,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SB375,5/7/2018,657,NOR,0,2,0,0,0,69,0,0,0,19,612,0,2,0,0,0,0,0,0,0,0,0,66,0,14,0,0,0,0,0,0,0,0,1119,0,12,0,8,0,0,0,0,0,0,0,2,25,11,0,0,0,218,0,0,3,41,149,0,0,0,0,0,20,2,0,0,0,0,0,6,0,0,46,0,3,64,0,0,0,0,0,0,0,2,971,0,0,1505,0,0,5,2,0,0,0,14,0,0,0,0,0,3,0,0,192,0,0,0,0,0,0,2,0,18,0,231,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,38,159,0,0,112,0,0,0,0,0,0,0,25,0,0,0,47,17,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,99,0,148,0,0,0,0,0,0,0,0,0,0,0,0,2,0,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,31,0,0,59,0,0,0,0,4,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,3,0,0,8,187,0,0,0,5,0,0,0,6,51,43,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,20,0,257,0,0,0,0,5,0,17,0,2,0,0,0,0,7,5,0,0,64,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,18,0,0,47,837,0,0,250,13,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
SB371,5/7/2018,22,CEN,0,0,0,0,0,69,0,0,2,108,108,0,0,0,0,5,0,0,0,0,0,0,13,18,746,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,83,6,0,5,0,10,26,0,0,0,0,3,0,0,0,0,0,0,79,0,42,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,41,0,0,0,22,0,3,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004,0,216,0,0,0,4,13,0,3,0,0,0,0,72,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,403,0,4,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,25,0,0,0,0,0,205,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,54,3,0,0,59,21,0,0,0,0,0,0,13,0,2,0,0,44,0,3,4,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,10,0,0,686,0,0,0,0,0,0,0,50,0,28,6,0,74,2,0,396,0,0,0,0,0,0,4,0,0,143,0,0,0,0,0,0,0,0,97,5,49,0,0,0,0,0,0,0,110,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,61,0,0,0,0,138,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
